type,fatalities,country,cat,year
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Douglas DC-3-194F,0,Netherlands,C1,1940
Douglas DC-3-194F,0,Netherlands,C1,1940
Douglas DC-3-194D,0,Netherlands,C1,1940
Douglas DC-3-194B,0,Netherlands,C1,1940
Douglas DC-2-115L,0,Netherlands,C1,1940
Douglas DC-2-115E,0,Netherlands,C1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Douglas DC-2-115E,0,Netherlands,C1,1940
Douglas DC-2-115E,0,Netherlands,C1,1940
Douglas DC-2-115E,0,Netherlands,C1,1940
Fokker F.VIIIa,0,Netherlands,C1,1940
Junkers Ju-52/3m,0,Netherlands,A1,1940
Junkers Ju-52/3m,3,Netherlands,A1,1940
Junkers Ju-52/3m,0,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Belgium,A1,1940
Junkers Ju-52/3m,,Belgium,C1,1940
Junkers Ju-52/3m,,Belgium,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,3,Belgium,A1,1940
Junkers Ju-52/3m,4,Netherlands,C1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,1,Belgium,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,2,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,0,Netherlands,A1,1940
Junkers Ju-52/3m,17,Netherlands,C1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Belgium,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,3,Belgium,A1,1940
Junkers Ju-52/3m,,Belgium,C1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,1,Netherlands,C1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Savoia-Marchetti S.73P,0,Belgium,O1,1940
Junkers Ju-52/3m,,Belgium,A1,1940
Savoia-Marchetti SM-75,8,Spain,A1,1940
Junkers Ju-52/3m,1,Belgium,A1,1940
Boeing S.307B Stratoliner,0,USA,A2,1940
Junkers Ju-52/3m,0,Belgium,A1,1940
Junkers Ju-52/3m,,Norway,A1,1940
Fokker F.XXXVI,0,U.K.,A1,1940
Sabca Savoia-Marchetti S.73P,2,France,C1,1940
A.W. AW.27 Ensign I,,France,A1,1940
Sabca Savoia-Marchetti S.73P,0,France,C1,1940
A.W. AW.27 Ensign I,0,U.K.,A1,1940
Douglas DC-3-227B,1,France,C1,1940
Junkers Ju-52/3mba,,Romania,A1,1940
Junkers Ju-52/3m,4,Norway,A1,1940
Junkers Ju-52/3m,9,Norway,A1,1940
Junkers Ju-52/3m,4,Norway,A1,1940
Junkers Ju-52/3m,15,Norway,A1,1940
Junkers Ju-52/3m,5,Germany,A1,1940
Junkers Ju-52/3m,8,Norway,C1,1940
Douglas R3D-1 (DC-5),4,USA,A1,1940
Junkers Ju-52/3m,8,Sweden,C1,1940
Junkers Ju-52/3m,0,Germany,A1,1940
Junkers Ju-52/3m,4,France,A1,1940
Junkers Ju-52/3m,1,Germany,A1,1940
Junkers Ju-52/3mg3e,0,Norway,A1,1940
Junkers Ju-52/3mge,9,Estonia,C1,1940
Dewoitine D.338,1,France,C1,1940
Junkers Ju-52/3m,0,Netherlands,A1,1940
Junkers Ju-52/3m,6,Germany,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Lockheed 14-H2 Super Electra,,France,A1,1940
DH.86B Express,0,France,A1,1940
DH.86A Express,0,France,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Junkers Ju-52/3m,0,Netherlands,A1,1940
Dewoitine D.338,4,Vietnam,C1,1940
Short Sunderland I,,Atlantic Ocean,C1,1940
DH.86 Express,0,U.K.,A1,1940
Lockheed 14-H2 Super Electra,,Romania,A1,1940
Ford 4-AT-E Tri-Motor,0,Canada,O1,1940
Handley Page HP.42E,,U.K.,A1,1940
Vickers Valentia,8,Tanzania,A1,1940
Handley Page HP.42E,,U.K.,A1,1940
Lisunov PS-84,18,Russia,A1,1940
Douglas DC-2-115E,2,Germany,A1,1940
DH.91 Albatross,0,Iceland,A1,1940
Douglas DC-3-227,11,Romania,A1,1940
Douglas DC-3-313,25,USA,A1,1940
Short L.17 Scylla,0,U.K.,O1,1940
Ford 5-AT-D Tri-Motor,0,U.K.,A1,1940
Douglas DC-3-194B,,U.K.,A1,1940
Lockheed 14-H2 Super Electra,,Latvia,A1,1940
Douglas DC-1-109,0,Spain,A1,1940
DH.95 Flamingo,,,A1,1940
DH.91 Albatross,0,U.K.,A1,1940
Dewoitine D.338,3,Benin,A1,1940
Junkers Ju-52/3m,13,France,A1,1940
Junkers Ju-52/3m,,Netherlands,A1,1940
Curtiss AT-32A Condor II,0,Myanmar,C1,1940
Junkers Ju-52/3mte,,China,C1,1940
Douglas DC-2-221,9,China,C1,1940
Douglas DC-3-220,2,Germany,A1,1940
Short Sunderland Mk I,0,U.K.,A1,1940
Short Sunderland I,4,U.K.,A1,1940
Junkers Ju-52/3m,6,Germany,A1,1940
Douglas DC-3-197,10,USA,A1,1940
Junkers Ju-52/3mbe,14,Bolivia,A1,1940
Junkers Ju-90A,29,Germany,A1,1940
Junkers Ju-52/3mg3e,18,Brazil,A1,1940
Lockheed 14-N2 Super Electra,7,Kenya,A1,1940
Short Sunderland,0,U.K.,O1,1940
Junkers Ju-52/3m,11,France,A1,1940
Lisunov PS-84,4,Russia,A1,1940
Douglas DC-3-194D,0,U.K.,C1,1940
A.W. AW.27 Ensign I,0,U.K.,C1,1940
Fiat G.18,0,Italy,A1,1940
SNCAC (Farman) NC.223.4,7,Mediterranean Sea,C1,1940
Short Sunderland Mk I,0,U.K.,A1,1940
Douglas DC-2-118A,0,Ecuador,A1,1940
Douglas DC-3A-197C,10,USA,A1,1940
Ford 5-AT-B Tri-Motor,,Costa Rica,A1,1940
Handley Page HP.42E,0,U.K.,O1,1940
Douglas C-33 (DC-2),0,Costa Rica,A1,1940
Short Sunderland I,0,U.K.,A1,1940
Consolidated 16 Commodore,,Argentina,A1,1940
DH.91 Albatross,0,U.K.,C1,1940
Junkers Ju-52/3m,0,Argentina,O1,1940
Junkers Ju-52/3m,0,China,C1,1940
Fiat G.18,0,Italy,A1,1940
Dewoitine D.338,,,A1,1940
Junkers Ju-52 See,0,Norway,A1,1941
Junkers Ju-52 See,0,Norway,A1,1941
Junkers Ju-52/3mg6e,1,Austria,A1,1941
Douglas R2D-1 (DC-2),11,USA,A1,1941
Junkers Ju-52/3msai,15,Tanzania,A1,1941
Douglas DC-3A-197,0,USA,O1,1941
Savoia-Marchetti SM-75C,10,Brazil,A1,1941
Savoia-Marchetti SM-75,0,Italy,A1,1941
Junkers Ju-52/3mg3e,12,Romania,A1,1941
Lockheed 14-WF62 Super Electra,,Sudan,A1,1941
Ford 5-AT-D Tri-Motor,5,China,A1,1941
Douglas DC-3B-202,2,USA,A1,1941
Junkers Ju-52/3mg3e,7,Greece,A1,1941
Junkers Ju-52/3mge,0,Portugal,O1,1941
Lockheed 14-H2 Super Electra,12,Canada,A1,1941
DH.66 Hercules,1,P.N. Guinea,A1,1941
Consolidated PBY-4 Catalina,1,USA,A1,1941
Douglas DC-2-192,3,China,A1,1941
Junkers Ju-52/3m,3,Italy,A1,1941
Short S.30 Empire Flying Boat,0,Portugal,O1,1941
Junkers Ju-52/3mg5e,4,Italy,A1,1941
Junkers Ju-52/3m,,Spain,U1,1941
Short Sunderland I,0,Greece,O1,1941
Douglas DST-318A (DC-3),8,USA,A1,1941
Junkers Ju-52/3mge,0,Spain,A1,1941
Junkers Ju-52/3mte,3,Norway,A1,1941
Consolidated PBY-2 Catalina,,,A1,1941
Short Sunderland I,0,Malta,C1,1941
Douglas DC-3-277C,0,USA,A2,1941
Tupolev G-2,6,Uzbekistan,A1,1941
Sikorsky Y1OA-8 (S-43),,Puerto Rico,A1,1941
Lockheed 18 Lodestar,10,South Africa,A1,1941
Vickers Valentia,0,Ethiopia,O1,1941
Junkers Ju-52/3mge,0,Ethiopia,O1,1941
Douglas DC-3-201B,0,USA,A1,1941
Ford 5-AT-.  Tri-Motor,2,Nicaragua,A1,1941
Junkers Ju-52/3m,9,Austria,A1,1941
Junkers Ju-52/3m,15,Austria,A1,1941
Junkers Ju-52/3m,0,Austria,A1,1941
Junkers Ju-52/3m,5,Austria,A1,1941
Junkers Ju-52/3m,2,Austria,A1,1941
Lockheed 14-N3 Super Electra,0,Egypt,A1,1941
Savoia-Marchetti SM-75,23,Hungary,A1,1941
Junkers Ju-52/3m,16,Romania,A1,1941
Ford 5-AT-C Tri-Motor,1,Brazil,A1,1941
Junkers Ju-52/3m,4,North Macedonia,A1,1941
Short Sunderland I,0,Greece,C1,1941
Junkers Ju-52/3m,1,Romania,A1,1941
Short Sunderland I,3,Iceland,A1,1941
Douglas DC-3-196A,0,Russia,A1,1941
Lockheed 18 Lodestar,,South Africa,A1,1941
Short Sunderland I,0,Malta,C1,1941
Short Sunderland III,6,Atlantic Ocean,A1,1941
Short Sunderland I,,Malta,A1,1941
Junkers G.38gi/fi,0,Greece,C1,1941
Junkers Ju-52/3m,2,Greece,A1,1941
Junkers Ju-52/3mg5e,4,Greece,A1,1941
Junkers Ju-52/3m,2,Greece,A1,1941
Junkers Ju-52m/3,1,Greece,A1,1941
Junkers Ju-52/3m,0,Greece,A1,1941
Junkers Ju-52/3m,,Malta,A1,1941
Consolidated C-12 Commodore (16-2),8,Brazil,A1,1941
Junkers Ju-52/3mg5e,7,Poland,A1,1941
Lockheed 18 Lodestar,,Nigeria,A1,1941
Ford 4-AT-B Tri-Motor,0,USA,A1,1941
DH.86 Express,0,Nigeria,A1,1941
Douglas DC-3-227,0,Romania,A1,1941
Short Sunderland I,2,U.K.,A1,1941
Junkers Ju-52/3m,2,Germany,A1,1941
Sikorsky S-43,0,Brazil,A1,1941
Junkers Ju-52/3m,13,Norway,A1,1941
Junkers Ju-52/3m,12,Norway,A1,1941
Lisunov PS-84,0,Russia,C1,1941
Lisunov PS-84,0,Russia,C1,1941
Savoia-Marchetti SM-75,0,Hungary,C1,1941
Consolidated Catalina I (PBY-5),0,Iceland,A1,1941
Lisunov PS-84,3,Russia,A1,1941
Consolidated PBY-5 Catalina,,Atlantic Ocean,A1,1941
Lisunov PS-84,2,Russia,C1,1941
Lisunov PS-84,0,Belarus,C1,1941
Lisunov PS-84,0,Russia,A1,1941
Lisunov PS-84,4,Russia,C1,1941
Consolidated Catalina I (PBY-5),7,U.K.,A1,1941
Lisunov PS-84,0,Russia,A1,1941
Lisunov PS-84,3,Russia,A1,1941
Douglas C-50B (DC-3-397),0,USA,A1,1941
Lisunov PS-84,10,Ukraine,C1,1941
Douglas DC-3,7,Russia,A1,1941
Sikorsky Y1OA-8 (S-43),,Panama,A1,1941
Lisunov PS-84,0,Russia,A1,1941
Lisunov PS-84,1,Russia,C1,1941
Macchi C.100,5,Italy,A1,1941
Lisunov PS-84,0,Russia,A1,1941
Short Sunderland I,8,Libya,C1,1941
Douglas DC-2-115F,0,Latvia,C1,1941
Douglas DC-2-120,3,Gambia,A1,1941
Lisunov PS-84,0,Ukraine,C1,1941
Lisunov PS-84,4,Ukraine,C1,1941
Lockheed 14-WF62 Super Electra,,Sudan,A1,1941
Consolidated PBY-2 Catalina,,USA,A1,1941
Lisunov PS-84,0,Russia,A1,1941
Lisunov PS-84,0,Ukraine,C1,1941
Lisunov PS-84,0,Russia,C1,1941
Ford 5-AT-B Tri-Motor,1,Colombia,A1,1941
Junkers Ju-52/3m,,Netherlands,A1,1941
Lockheed 18 Lodestar,8,Brazil,A1,1941
Lisunov PS-84,3,Russia,C1,1941
Junkers Ju-52/3mge,0,Peru,A1,1941
Junkers Ju-52/3m,0,Germany,A1,1941
Ford 5-AT-C Tri-Motor,16,Colombia,A1,1941
Tupolev G-2,6,Turkmenistan,A1,1941
Consolidated PBY-5 Catalina,0,Iceland,A1,1941
Bloch 220,15,France,A1,1941
Lisunov PS-84,0,Russia,C1,1941
Douglas DC-2-120,,Sierra Leone,A1,1941
Junkers Ju-52/3m,,Russia,C1,1941
Lisunov PS-84,0,Russia,C1,1941
Consolidated Catalina I (PBY-5),0,Iceland,O1,1941
Consolidated PBY-5 Catalina,4,Atlantic Ocean,A1,1941
Ford 5-AT-C Tri-Motor,8,Bolivia,A1,1941
Fokker F.VIII,,Finland,A1,1941
Sikorsky S-42B,2,Puerto Rico,A1,1941
Lisunov PS-84,1,Russia,A1,1941
Junkers Ju-52/3m,0,Norway,A1,1941
Lisunov PS-84,0,Russia,A1,1941
Lisunov PS-84,0,Russia,A1,1941
Lisunov PS-84,0,Russia,A1,1941
Lisunov PS-84,1,Russia,C1,1941
Lisunov PS-84,0,Russia,C1,1941
Lisunov PS-84,0,Russia,C1,1941
Lisunov PS-84,0,Russia,C1,1941
Lisunov PS-84,2,Russia,C1,1941
Lisunov PS-84,3,Russia,C1,1941
Lisunov PS-84,6,Russia,C1,1941
Lisunov PS-84,0,Russia,C1,1941
Lockheed 18 Lodestar,12,Indonesia,A1,1941
Lisunov PS-84,0,Russia,C1,1941
Lisunov PS-84,2,Russia,C1,1941
Junkers Ju-52/3m,13,Bulgaria,A1,1941
Douglas R2D-1 (DC-2),,USA,A1,1941
Douglas DC-2-112,0,Pakistan,A1,1941
Consolidated PBY-5 Catalina,,Canada,A1,1941
Ford 5-AT-C Tri-Motor,0,P.N. Guinea,A1,1941
Lisunov PS-84,0,Russia,A1,1941
Lisunov PS-84,24,Russia,A1,1941
Douglas DC-3A-269,14,USA,A1,1941
Douglas DC-3-277B,20,Canada,A1,1941
Junkers Ju-52/3m,1,Norway,A1,1941
Junkers Ju-52/3mce,2,Finland,A2,1941
Consolidated PBY-5 Catalina,8,Canada,A1,1941
Consolidated Catalina,0,U.K.,O1,1941
Lockheed 14-H2 Super Electra,0,Mozambique,A1,1941
Lisunov PS-84,14,Russia,A1,1941
Lisunov PS-84,0,Russia,C1,1941
Ford 4-AT-B Tri-Motor,0,USA,A1,1941
Lisunov PS-84,0,Russia,C1,1941
Lisunov PS-84,0,Russia,A1,1941
Lisunov PS-84,5,Russia,C1,1941
DH.86A Express,0,Israel,A1,1941
Junkers Ju-52/3m,0,Norway,A1,1941
Lisunov PS-84,1,Russia,A1,1941
Lisunov PS-84,36,Russia,C1,1941
Junkers Ju-52/3m,,Russia,C1,1941
Junkers Ju-52/3m,0,Germany,A1,1941
Short Sunderland,9,Ireland,A1,1941
Consolidated PBY-5 Catalina,5,Indonesia,A1,1941
Lisunov PS-84,0,Russia,A1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Consolidated PBY-5 Catalina,,USA,C1,1941
Curtiss AT-32A Condor II,0,Hong Kong,C1,1941
Douglas DC-2-118B,0,Hong Kong,C1,1941
DH.86B Express,0,Egypt,C1,1941
Sikorsky S-42B,0,Hong Kong,C1,1941
Douglas DC-2-120,1,Egypt,C1,1941
Junkers Ju-52/3m,0,Hong Kong,A1,1941
Douglas DC-2-118B,0,Hong Kong,C1,1941
Consolidated PBY-5 Catalina,8,P.N. Guinea,A1,1941
Curtiss AT-32D Condor II,0,Hong Kong,C1,1941
Junkers Ju-52/3m,0,Hong Kong,C1,1941
Lisunov PS-84,5,Russia,A1,1941
Junkers Ju-52/3m,0,China,C1,1941
Lockheed 14-H Super Electra,2,Russia,A1,1941
Short Sunderland II,11,U.K.,A1,1941
Lisunov PS-84,0,Russia,A1,1941
Lockheed 18 Lodestar,,Libya,A1,1941
Douglas C-33 (DC-2),0,USA,A1,1941
Tupolev G-2,26,Kazakhstan,A1,1941
Junkers Ju-52/3m,3,Greece,A1,1941
Douglas DC-3-194B,0,Indonesia,C1,1941
Short S.23 Empire Flying Boat Mk I,4,Indonesia,A1,1941
Tupolev G-2,7,Turkmenistan,A1,1941
Douglas DC-2-115G,0,Indonesia,A1,1941
Junkers Ju-52/3mge,,Greece,A1,1941
Junkers Ju-52/3mfe,,Greece,A1,1941
Junkers Ju-52/3m,,,A1,1941
Junkers Ju-52/3m,,,A1,1941
Junkers Ju-52/3mfe,,Germany,A1,1941
Junkers Ju-52/3m,,,A1,1941
Junkers Ju-52/3mte,,,A1,1941
Junkers Ju-52/3m,,,A1,1941
Junkers Ju-52/3m,,Germany,A1,1941
Junkers Ju-52/3m,,Greece,A1,1941
Consolidated PBY-5 Catalina,,Ecuador,A1,1942
Consolidated PBY-5 Catalina,6,Indonesia,A1,1942
Consolidated PBY-5 Catalina,3,USA,A1,1942
Lisunov PS-84,2,Russia,A1,1942
Douglas C-33 (DC-2),0,USA,A1,1942
Junkers Ju-52/3mg4e,9,Ukraine,A1,1942
Junkers Ju-52/3mge,0,Denmark,A1,1942
Consolidated PBY-5 Catalina,0,Iceland,O1,1942
Consolidated PBY-5 Catalina,0,Iceland,O1,1942
Consolidated PBY-5 Catalina,0,Iceland,O1,1942
Consolidated PBY-5 Catalina,9,P.N. Guinea,A1,1942
Short Sunderland I,0,U.K.,O1,1942
Douglas DC-3-382,22,USA,A1,1942
Lisunov PS-84,0,Russia,C1,1942
Consolidated Catalina I (PBY-5),7,U.K.,A1,1942
Ford 4-AT-E Tri-Motor,0,P.N. Guinea,C1,1942
Junkers G.31go,0,P.N. Guinea,C1,1942
Junkers G.31ba,0,P.N. Guinea,C1,1942
Junkers G.31go,0,P.N. Guinea,C1,1942
Consolidated PBY-5 Catalina,3,P.N. Guinea,C1,1942
Consolidated PBY-5 Catalina,8,P.N. Guinea,C1,1942
Avro 642 Eighteen,0,P.N. Guinea,C1,1942
Lisunov PS-84,0,Russia,C1,1942
Lisunov PS-84,0,Russia,C1,1942
Lisunov PS-84,0,Russia,C1,1942
Douglas DC-3-194C,0,Indonesia,C1,1942
Lisunov PS-84,0,Russia,A1,1942
Lisunov PS-84,3,Russia,C1,1942
Douglas DC-2-112,0,Indonesia,C1,1942
Lisunov PS-84,0,Russia,C1,1942
Lisunov PS-84,5,Poland,A1,1942
Lisunov PS-84,0,Russia,A1,1942
Lisunov PS-84,0,Russia,C1,1942
Lisunov PS-84,0,Ukraine,A1,1942
Consolidated PBY-5 Catalina,,USA,A1,1942
Consolidated PBY-5 Catalina,,Pacific Ocean,A1,1942
Short S.23 Empire Flying Boat Mk I,13,Indonesia,C1,1942
Douglas R3D-2 (DC-5),,Australia,C1,1942
Douglas DC-2-120,0,Myanmar,C1,1942
Curtiss BT-32 Condor II,0,Colombia,A1,1942
Lisunov PS-84,6,Russia,A1,1942
Douglas C-53-DO (DC-3),0,Australia,A1,1942
Short S.25 Sunderland,12,Ireland,A1,1942
Junkers Ju-52/3m,5,Russia,A1,1942
Junkers Ju-52/3m,,Russia,A1,1942
Lockheed 14-H2 Super Electra,2,Australia,A1,1942
Consolidated PBY-5 Catalina,,,A1,1942
Consolidated PBY-5 Catalina,,,A1,1942
Consolidated PBY-5 Catalina,,,A1,1942
Junkers Ju-52/3mg8e,,Russia,C1,1942
Consolidated PBY-5A Catalina,7,USA,A1,1942
Consolidated PBY-5 Catalina,8,USA,A1,1942
DH.86A Express,,U.K.,A1,1942
Consolidated PBY-4 Catalina,,Australia,C1,1942
Consolidated PBY-4 Catalina,,Australia,C1,1942
Consolidated PBY-5 Catalina,0,Australia,A1,1942
Consolidated PBY-5A Catalina,,USA,A1,1942
Fokker F.XII,0,Indonesia,O1,1942
Lockheed 18 Lodestar,0,Australia,O1,1942
DH.86 Express,9,Australia,A1,1942
DH.86A Express,0,,O1,1942
Consolidated PBY-5A Catalina,,USA,A1,1942
Consolidated PBY-5 Catalina,5,Indonesia,A1,1942
Consolidated PBY-5 Catalina,8,P.N. Guinea,A1,1942
Junkers Ju-52/3m,,Russia,A1,1942
Junkers Ju-52/3mg8e,2,Russia,C1,1942
Junkers Ju-52/3m,11,Poland,A1,1942
Douglas C-53 Skytrooper (DC-3),0,Australia,A1,1942
Douglas DC-3-194B,0,Indonesia,A1,1942
Consolidated PBY-5 Catalina,0,Indonesia,C1,1942
Curtiss T-32C Condor II,5,Honduras,A1,1942
Short S.23 Empire Flying Boat Mk I,7,Australia,A1,1942
Junkers Ju-52/3mge,6,Brazil,A1,1942
Short S.23 Empire Flying Boat Mk I,22,Pacific Ocean,C1,1942
Douglas DC-2-120,0,Bangladesh,A1,1942
Douglas DC-3-313,0,USA,A2,1942
Lockheed 18 Lodestar,0,Australia,C1,1942
Consolidated PBY-4 Catalina,,Australia,C1,1942
Douglas DC-3-194B,4,Australia,C1,1942
Short S.23 Empire Flying Boat Mk I,,Australia,C1,1942
Consolidated PBY-4 Catalina,,Australia,C1,1942
Consolidated 28-5MNE Catalina,5,Australia,C1,1942
Consolidated 28-5MNE Catalina,,Australia,C1,1942
Consolidated PBY-5 Catalina,,Australia,C1,1942
Consolidated PBY-5 Catalina,,Australia,C1,1942
Consolidated PBY-5 Catalina,,Australia,C1,1942
Consolidated PBY-5 Catalina,,Australia,C1,1942
Douglas DC-3-194B,0,Australia,C1,1942
Lisunov PS-84,0,Russia,A1,1942
Lisunov PS-84,0,Russia,A1,1942
Lisunov PS-84,2,Russia,A1,1942
Douglas C-39 (DC-2),7,USA,A1,1942
Ford 4-AT-E Tri-Motor,0,USA,O1,1942
Consolidated PBY-5A Catalina,,USA,A1,1942
Douglas DC-3-270,0,Sudan,O1,1942
Ford 4-AT-E Tri-Motor,0,P.N. Guinea,C1,1942
Douglas DC-2-221,13,China,A1,1942
Douglas C-33 (DC-2),,USA,A1,1942
Lockheed 18 Lodestar,,Brazil,A1,1942
Junkers Ju-52/3m,4,Austria,A1,1942
Lisunov PS-84,6,Russia,A1,1942
Short S.23 Empire Flying Boat Mk I,2,Australia,A1,1942
Junkers Ju-52/3m,4,Russia,A1,1942
Lockheed 14-WF62 Super Electra,0,Australia,A1,1942
Consolidated PBY-5A Catalina,,Atlantic Ocean,A1,1942
Savoia-Marchetti SM-75,,Italy,C1,1942
Douglas DC-3 (Nakajima L2D),,Taiwan,A1,1942
Consolidated PBY-5A Catalina,9,USA,A1,1942
DH.91 Albatross,0,Iceland,A1,1942
DH.86 Express,,Egypt,A1,1942
Consolidated PBY-5A Catalina,5,USA,A1,1942
Consolidated PBY-5A Catalina,8,USA,A1,1942
Douglas DC-2-120,,Myanmar,A1,1942
Douglas DC-3A-269C,,,U1,1942
Ford 4-AT-B Tri-Motor,0,USA,A1,1942
Consolidated PBY-5 Catalina,0,Australia,A1,1942
Douglas C-49H (DC-3-228),20,Sierra Leone,A1,1942
DH.86 Express,,Egypt,O1,1942
Lockheed 14-WF62 Super Electra,12,Australia,A1,1942
Douglas C-50A (DC-3-401),,USA,A1,1942
Junkers Ju-52/3m,,Germany,C1,1942
Junkers Ju-52/3mg4e,18,Norway,A1,1942
Consolidated PBY-5A Catalina,,USA,A1,1942
Douglas C-33 (DC-2),0,USA,A1,1942
Consolidated PBY-5 Catalina,,Saint Lucia,A1,1942
Junkers Ju-52/3m,1,Libya,C1,1942
Douglas DST-A-207A (DC-3),17,USA,A1,1942
Lisunov PS-84,4,Russia,A1,1942
Consolidated PBY-5A Catalina,,USA,A1,1942
Consolidated PBY-5 Catalina,0,P.N. Guinea,C1,1942
Lockheed 18 Lodestar,,South Africa,A1,1942
Consolidated PBY-5 Catalina,9,P.N. Guinea,A1,1942
Douglas DC-3A-414,0,Myanmar,C1,1942
Douglas C-49G (DC-3),,Myanmar,A1,1942
Junkers Ju-52/3m,5,Ukraine,A1,1942
Savoia-Marchetti SM-75RT,0,Italy,A1,1942
Lisunov PS-84,27,Russia,C1,1942
Douglas DC-3A-269,3,USA,A1,1942
Lisunov PS-84,6,Russia,A1,1942
Junkers Ju-52/3m,4,Mediterranean Sea,C1,1942
Lockheed 18 Lodestar,,Malta,A1,1942
Junkers Ju-52/3mg6e,8,Germany,A1,1942
Consolidated PBY-5A Catalina,,Saint Lucia,A1,1942
Consolidated PBY-5 Catalina,0,Mexico,A1,1942
Consolidated PBY-5A Catalina,9,,A1,1942
Savoia-Marchetti SM-75C,20,Italy,A1,1942
Junkers Ju-52/3mg4e,5,Norway,A1,1942
Douglas C-39 (DC-2),10,Australia,A1,1942
Douglas C-47 (DC-3),,,A1,1942
